name,type_label,description,lat,lng,origin,external_id,status
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1746842132,16.3686391143,verified,vienna:2254997,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1756361208,16.3547320096,verified,vienna:2254998,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1648468053,16.4029990476,verified,vienna:2254999,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2040234361,16.3323626692,verified,vienna:2255000,verified
Trinkbrunnen,drinking_fountain,,48.2035023133,16.3320103411,verified,vienna:2255001,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2270541465,16.3580086597,verified,vienna:2255002,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1978802678,16.3518487699,verified,vienna:2255003,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1979105264,16.3532411043,verified,vienna:2255004,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1979706143,16.3523762584,verified,vienna:2255005,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2098953822,16.3271987831,verified,vienna:2255006,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1753549711,16.3681194398,verified,vienna:2255008,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2383126897,16.3847382143,verified,vienna:2255009,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2448934973,16.3387423092,verified,vienna:2255010,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2448648933,16.3377260939,verified,vienna:2255011,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2538365551,16.3571442188,verified,vienna:2255012,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2526070404,16.3581443956,verified,vienna:2255013,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.252010736,16.3575300746,verified,vienna:2255014,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2522983743,16.3618675608,verified,vienna:2255015,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.167942504,16.416750172,verified,vienna:2255016,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1675075012,16.4163200055,verified,vienna:2255017,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1690130534,16.4186190492,verified,vienna:2255018,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1569747902,16.4248274419,verified,vienna:2255019,verified
Trinkbrunnen,drinking_fountain,,48.1735852732,16.4110183662,verified,vienna:2255020,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1680658021,16.4305284564,verified,vienna:2255022,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1539554491,16.4602081984,verified,vienna:2255023,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.153318404,16.4616104834,verified,vienna:2255024,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2685945245,16.3829817636,verified,vienna:2255025,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2731404634,16.3940123195,verified,vienna:2255026,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.172210453,16.3592447755,verified,vienna:2255027,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2721599961,16.4479246151,verified,vienna:2255028,verified
Trinkbrunnen,drinking_fountain,,48.271840567,16.4490692235,verified,vienna:2255029,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1547238379,16.4697926976,verified,vienna:2255030,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.154573943,16.4693719756,verified,vienna:2255031,verified
Trinkbrunnen,drinking_fountain,,48.2488473178,16.3780538705,verified,vienna:2255032,verified
Trinkbrunnen,drinking_fountain,,48.1708398335,16.3683094564,verified,vienna:2255034,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.258231947,16.4430998391,verified,vienna:2255036,verified
Trinkbrunnen,drinking_fountain,,48.2585887019,16.4437556002,verified,vienna:2255037,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1813784228,16.3662693895,verified,vienna:2255039,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.180310032,16.3653785777,verified,vienna:2255040,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2202553918,16.4806405492,verified,vienna:2255041,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2073687428,16.337986701,verified,vienna:2255042,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2342495388,16.3299536854,verified,vienna:2255043,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2345849396,16.3375897472,verified,vienna:2255044,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1878727447,16.3109746641,verified,vienna:2255046,verified
Trinkbrunnen,drinking_fountain,,48.2020312996,16.2516314556,verified,vienna:2255047,verified
Trinkbrunnen,drinking_fountain,,48.1897687495,16.3544786847,verified,vienna:2255048,verified
Trinkbrunnen,drinking_fountain,,48.2516042313,16.3996786172,verified,vienna:2255049,verified
Trinkbrunnen,drinking_fountain,,48.2563649063,16.3899152861,verified,vienna:2255050,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2526699208,16.3950282776,verified,vienna:2255051,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2526870085,16.4151422899,verified,vienna:2255053,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2644242588,16.3983691507,verified,vienna:2255054,verified
Trinkbrunnen,drinking_fountain,,48.2698889987,16.3838817512,verified,vienna:2255056,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2549593344,16.3998036465,verified,vienna:2255058,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2729402446,16.3936981661,verified,vienna:2255059,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1812426908,16.3480754334,verified,vienna:2255060,verified
Trinkbrunnen,drinking_fountain,,48.1817008961,16.347002342,verified,vienna:2255061,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1818694725,16.3458312405,verified,vienna:2255062,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1815086009,16.3330891269,verified,vienna:2255063,verified
Trinkbrunnen,drinking_fountain,,48.1649293731,16.3061188227,verified,vienna:2255064,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.186671119,16.3370760245,verified,vienna:2255065,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.17585124,16.3312367807,verified,vienna:2255067,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1812864881,16.33917136,verified,vienna:2255068,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1814869897,16.3395734329,verified,vienna:2255069,verified
Trinkbrunnen,drinking_fountain,,48.1730435416,16.328629795,verified,vienna:2255070,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1823099159,16.3273785972,verified,vienna:2255071,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1822484237,16.3278041032,verified,vienna:2255072,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1789036502,16.3346685973,verified,vienna:2255074,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1592445131,16.3268656903,verified,vienna:2255075,verified
Trinkbrunnen,drinking_fountain,,48.160755844,16.3240599964,verified,vienna:2255076,verified
Trinkbrunnen,drinking_fountain,,48.1603030653,16.323577135,verified,vienna:2255077,verified
Trinkbrunnen,drinking_fountain,,48.1805754908,16.328355282,verified,vienna:2255078,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1709204437,16.320757119,verified,vienna:2255079,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1823672232,16.3473282917,verified,vienna:2255080,verified
Trinkbrunnen,drinking_fountain,,48.1782171603,16.3394124158,verified,vienna:2255081,verified
Trinkbrunnen,drinking_fountain,,48.1787195657,16.3386609308,verified,vienna:2255082,verified
Trinkbrunnen,drinking_fountain,,48.1657331865,16.2809912449,verified,vienna:2255083,verified
Trinkbrunnen,drinking_fountain,,48.1645079513,16.2727532971,verified,vienna:2255085,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1936426401,16.2600958522,verified,vienna:2255086,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.192422534,16.2613078055,verified,vienna:2255087,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1855355007,16.2871541496,verified,vienna:2255088,verified
Trinkbrunnen,drinking_fountain,,48.1684277453,16.2821405743,verified,vienna:2255089,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1812153181,16.2743655182,verified,vienna:2255090,verified
Trinkbrunnen,drinking_fountain,,48.1903502797,16.2716736619,verified,vienna:2255092,verified
Trinkbrunnen,drinking_fountain,,48.1737417929,16.2759250984,verified,vienna:2255093,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1398336521,16.3149564102,verified,vienna:2255095,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1402440451,16.3152044745,verified,vienna:2255096,verified
Trinkbrunnen,drinking_fountain,,48.139429376,16.2800623117,verified,vienna:2255097,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1517213926,16.3447990451,verified,vienna:2255098,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1506044727,16.3409795123,verified,vienna:2255099,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.145262625,16.2822260684,verified,vienna:2255100,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1523346504,16.3054480002,verified,vienna:2255101,verified
Trinkbrunnen,drinking_fountain,,48.147732402,16.3530198597,verified,vienna:2255102,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1375568793,16.2747607037,verified,vienna:2255103,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1488689898,16.3133003308,verified,vienna:2255104,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1480468343,16.3131278173,verified,vienna:2255105,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1500635945,16.3330403483,verified,vienna:2255106,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1494229409,16.3037811499,verified,vienna:2255107,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1492552982,16.2672385524,verified,vienna:2255108,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.140496692,16.2882743658,verified,vienna:2255109,verified
Trinkbrunnen,drinking_fountain,,48.1304464434,16.3125593875,verified,vienna:2255110,verified
Trinkbrunnen,drinking_fountain,,48.1960839731,16.3111537593,verified,vienna:2255111,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2305994573,16.4351775217,verified,vienna:2255112,verified
Trinkbrunnen,drinking_fountain,,48.2317446922,16.4390477061,verified,vienna:2255113,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2318175295,16.4180201391,verified,vienna:2255114,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2317278722,16.4189152405,verified,vienna:2255115,verified
Trinkbrunnen,drinking_fountain,,48.2311630096,16.4172188425,verified,vienna:2255116,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2317512904,16.4498593472,verified,vienna:2255117,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2368024822,16.4494447731,verified,vienna:2255118,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2387606077,16.4440689751,verified,vienna:2255119,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2408193474,16.4412103773,verified,vienna:2255120,verified
Trinkbrunnen,drinking_fountain,,48.2490040636,16.39982887,verified,vienna:2255122,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2407797584,16.4053199825,verified,vienna:2255123,verified
Trinkbrunnen,drinking_fountain,,48.238408903,16.4052632242,verified,vienna:2255124,verified
Trinkbrunnen,drinking_fountain,,48.2368374154,16.410491555,verified,vienna:2255125,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2390070147,16.4192562704,verified,vienna:2255127,verified
Trinkbrunnen,drinking_fountain,,48.2413714077,16.4160504808,verified,vienna:2255128,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2216841783,16.3691809975,verified,vienna:2255130,verified
Trinkbrunnen,drinking_fountain,,48.2247197861,16.3878484973,verified,vienna:2255131,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.218076833,16.3725661271,verified,vienna:2255132,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.220283297,16.4003631197,verified,vienna:2255134,verified
Trinkbrunnen,drinking_fountain,,48.215122445,16.3823171053,verified,vienna:2255135,verified
Trinkbrunnen,drinking_fountain,,48.2168092392,16.4051808623,verified,vienna:2255136,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2171870217,16.3860719654,verified,vienna:2255137,verified
Trinkbrunnen,drinking_fountain,,48.2132399989,16.3849123086,verified,vienna:2255138,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2242848673,16.4045308532,verified,vienna:2255139,verified
Trinkbrunnen,drinking_fountain,,48.1991864572,16.4172188394,verified,vienna:2255140,verified
Trinkbrunnen,drinking_fountain,,48.2264342543,16.4031653,verified,vienna:2255141,verified
Trinkbrunnen,drinking_fountain,,48.2256893121,16.4023975723,verified,vienna:2255142,verified
Trinkbrunnen,drinking_fountain,,48.1774063391,16.4176685747,verified,vienna:2255144,verified
Trinkbrunnen,drinking_fountain,,48.2164020526,16.3945592157,verified,vienna:2255146,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2048132454,16.4083630223,verified,vienna:2255147,verified
Trinkbrunnen,drinking_fountain,,48.2039166642,16.4065578459,verified,vienna:2255148,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2142690821,16.3781779817,verified,vienna:2255149,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1987919745,16.2838079643,verified,vienna:2255150,verified
Trinkbrunnen,drinking_fountain,,48.1988328048,16.2827595437,verified,vienna:2255151,verified
Trinkbrunnen,drinking_fountain,,48.2537340101,16.4773675221,verified,vienna:2255152,verified
Trinkbrunnen,drinking_fountain,,48.2750691708,16.4131120011,verified,vienna:2255153,verified
Trinkbrunnen,drinking_fountain,,48.2145950905,16.3677259564,verified,vienna:2255154,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2144087087,16.371538423,verified,vienna:2255155,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2074177551,16.3561787674,verified,vienna:2255156,verified
Trinkbrunnen,drinking_fountain,,48.2808885387,16.483676304,verified,vienna:2255157,verified
Trinkbrunnen,drinking_fountain,,48.2384078765,16.4391647382,verified,vienna:2255158,verified
Trinkbrunnen,drinking_fountain,,48.2172665066,16.3306863715,verified,vienna:2255159,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2687922007,16.3833179779,verified,vienna:2255160,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2146669327,16.3259196546,verified,vienna:2255161,verified
Trinkbrunnen,drinking_fountain,,48.2250499121,16.3144139961,verified,vienna:2255162,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2232100021,16.3303637955,verified,vienna:2255163,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2320878484,16.3150931943,verified,vienna:2255164,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2290345232,16.3045440276,verified,vienna:2255165,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2189079713,16.3348836198,verified,vienna:2255166,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.224575641,16.3239952326,verified,vienna:2255167,verified
Trinkbrunnen,drinking_fountain,,48.223489115,16.3145800256,verified,vienna:2255168,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2086900115,16.5185152735,verified,vienna:2255169,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2471166192,16.4321095257,verified,vienna:2255170,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2486512544,16.4483111523,verified,vienna:2255171,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2452289046,16.4415298644,verified,vienna:2255172,verified
Trinkbrunnen,drinking_fountain,,48.236794752,16.3340819607,verified,vienna:2255173,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1897547639,16.3269241449,verified,vienna:2255174,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2255392564,16.3247884668,verified,vienna:2255175,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2521693514,16.4335113622,verified,vienna:2255176,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2544716385,16.4336268332,verified,vienna:2255177,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2092446801,16.3083871345,verified,vienna:2255178,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2010739895,16.3072857619,verified,vienna:2255179,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2012848783,16.3075530157,verified,vienna:2255180,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1802089423,16.3446486789,verified,vienna:2255181,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2087201481,16.3044684994,verified,vienna:2255182,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1719777987,16.4088003854,verified,vienna:2255183,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2258167173,16.3389635083,verified,vienna:2255184,verified
Trinkbrunnen,drinking_fountain,,48.2265818092,16.3390472105,verified,vienna:2255185,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2324113797,16.3498055097,verified,vienna:2255186,verified
Trinkbrunnen,drinking_fountain,,48.2219468303,16.3082138612,verified,vienna:2255187,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2227389499,16.3109624709,verified,vienna:2255188,verified
Trinkbrunnen,drinking_fountain,,48.2021539609,16.3355617801,verified,vienna:2255189,verified
Trinkbrunnen,drinking_fountain,,48.201906555,16.3356908933,verified,vienna:2255190,verified
Trinkbrunnen,drinking_fountain,,48.1672500328,16.3008110006,verified,vienna:2255191,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1987501107,16.3613379924,verified,vienna:2255192,verified
Trinkbrunnen,drinking_fountain,,48.2211480068,16.3537002544,verified,vienna:2255193,verified
Trinkbrunnen,drinking_fountain,,48.2475215404,16.4383641374,verified,vienna:2255194,verified
Trinkbrunnen,drinking_fountain,,48.2471534402,16.4384383184,verified,vienna:2255195,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1712124511,16.4141859516,verified,vienna:2255196,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1704855116,16.4148823109,verified,vienna:2255197,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2154013667,16.3728513182,verified,vienna:2255198,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.189881657,16.3289733845,verified,vienna:2255199,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1899621577,16.3286258354,verified,vienna:2255200,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1765213123,16.3800685345,verified,vienna:2255201,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1903114806,16.3211430822,verified,vienna:2255202,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1966594472,16.319288811,verified,vienna:2255203,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1964611601,16.3190834252,verified,vienna:2255204,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.181450928,16.3557372297,verified,vienna:2255205,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1859575386,16.3499326214,verified,vienna:2255206,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1871373179,16.3474442987,verified,vienna:2255207,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2404405508,16.3344800003,verified,vienna:2255208,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1965247454,16.2679983059,verified,vienna:2255209,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1802819736,16.3504980115,verified,vienna:2255210,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1572451268,16.4627134412,verified,vienna:2255211,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1554190695,16.4628728743,verified,vienna:2255213,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1480942159,16.3090247433,verified,vienna:2255214,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1829468421,16.3509546629,verified,vienna:2255215,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2445352453,16.3803115219,verified,vienna:2255217,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2265754459,16.3349439786,verified,vienna:2255218,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.196217941,16.3025859289,verified,vienna:2255219,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1961578603,16.3034585999,verified,vienna:2255220,verified
Trinkbrunnen,drinking_fountain,,48.1649231135,16.32654636,verified,vienna:2255221,verified
Trinkbrunnen,drinking_fountain,,48.1648803116,16.3274854399,verified,vienna:2255222,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2122330797,16.342492514,verified,vienna:2255223,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2270753607,16.3971246405,verified,vienna:2255224,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1667195575,16.3777397718,verified,vienna:2255226,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2260272748,16.3979940392,verified,vienna:2255227,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2263358474,16.3965257633,verified,vienna:2255228,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2253283939,16.3971358905,verified,vienna:2255229,verified
Trinkbrunnen,drinking_fountain,,48.179281157,16.3783118099,verified,vienna:2255230,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1894217038,16.3331285188,verified,vienna:2255231,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2340916947,16.3872619847,verified,vienna:2255232,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.194115497,16.3189185009,verified,vienna:2255234,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1869557111,16.343258637,verified,vienna:2255235,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.187859911,16.355340386,verified,vienna:2255236,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1878443965,16.3628084335,verified,vienna:2255237,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1897056624,16.3608267479,verified,vienna:2255238,verified
Trinkbrunnen,drinking_fountain,,48.2031499902,16.3811185068,verified,vienna:2255239,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1982864265,16.3909675811,verified,vienna:2255241,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1984583149,16.3923145846,verified,vienna:2255242,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1976048338,16.4010844386,verified,vienna:2255243,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1976501306,16.4013218425,verified,vienna:2255244,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.186604745,16.3867873372,verified,vienna:2255245,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.18498993,16.3849339728,verified,vienna:2255247,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2389835204,16.3338868784,verified,vienna:2255248,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1985145663,16.3306304485,verified,vienna:2255249,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.198407511,16.3310655648,verified,vienna:2255250,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1980001389,16.3309011733,verified,vienna:2255251,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2056629912,16.3563791909,verified,vienna:2255252,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2064245808,16.35543617,verified,vienna:2255253,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1981971966,16.3619063132,verified,vienna:2255255,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1972612331,16.3524213457,verified,vienna:2255256,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1975914664,16.3526305484,verified,vienna:2255257,verified
Trinkbrunnen,drinking_fountain,,48.1924453787,16.3470567772,verified,vienna:2255259,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2121947414,16.351178145,verified,vienna:2255260,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2112942137,16.3448340733,verified,vienna:2255261,verified
Trinkbrunnen,drinking_fountain,,48.2112503048,16.3455799164,verified,vienna:2255262,verified
Trinkbrunnen,drinking_fountain,,48.2215561198,16.3090593773,verified,vienna:2255263,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2263804023,16.3583624854,verified,vienna:2255264,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2264139744,16.3583505455,verified,vienna:2255265,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1733447392,16.3716471515,verified,vienna:2255267,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2235162765,16.3368466796,verified,vienna:2255268,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2767513115,16.4559341195,verified,vienna:2255270,verified
Trinkbrunnen,drinking_fountain,,48.2133464004,16.522268186,verified,vienna:2255272,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2251062832,16.4973797366,verified,vienna:2255273,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2270314471,16.5004059628,verified,vienna:2255275,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2270226977,16.5047280599,verified,vienna:2255276,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2263183398,16.5062623552,verified,vienna:2255277,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2256384209,16.5089679135,verified,vienna:2255278,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2226870139,16.4989730437,verified,vienna:2255279,verified
Trinkbrunnen,drinking_fountain,,48.2234095229,16.5021624562,verified,vienna:2255280,verified
Trinkbrunnen,drinking_fountain,,48.2239389576,16.5006870425,verified,vienna:2255282,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.206370731,16.2790437319,verified,vienna:2255283,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2496363005,16.3945496775,verified,vienna:2255284,verified
