FID,SHAPE,NAME,TYP_NUM,SE_SDO_ROWID,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.2255050,POINT (16.389915286146277 48.256364906262256),Trinkbrunnen,4,2255050,
TRINKBRUNNENOGD.2255051,POINT (16.39502827758904 48.25266992077245),Trinkbrunnen mit Tränke,5,2255051,
TRINKBRUNNENOGD.2255052,POINT (16.411703283168322 48.25162251291385),Spielbrunnen,3,2255052,
TRINKBRUNNENOGD.2255053,POINT (16.415142289942626 48.2526870085004),Trinkbrunnen mit Tränke,5,2255053,
TRINKBRUNNENOGD.2255054,POINT (16.39836915069659 48.26442425879659),Trinkbrunnen mit Tränke,5,2255054,
TRINKBRUNNENOGD.2255055,POINT (16.388836044618785 48.26681561212428),Spielbrunnen,3,2255055,
TRINKBRUNNENOGD.2255056,POINT (16.38388175116064 48.26988899871727),Trinkbrunnen,4,2255056,
TRINKBRUNNENOGD.2255057,POINT (16.38299848032249 48.27709543483482),Spielbrunnen,3,2255057,
TRINKBRUNNENOGD.2255058,POINT (16.39980364651738 48.254959334437736),Trinkbrunnen mit Tränke,5,2255058,
TRINKBRUNNENOGD.2255059,POINT (16.393698166095596 48.27294024456709),Trinkbrunnen mit Tränke,5,2255059,
TRINKBRUNNENOGD.2255060,POINT (16.3480754333574 48.18124269081892),Trinkbrunnen mit Tränke,5,2255060,
TRINKBRUNNENOGD.2255061,POINT (16.347002341950162 48.181700896069295),Trinkbrunnen,4,2255061,
TRINKBRUNNENOGD.2255062,POINT (16.34583124046295 48.18186947250224),Trinkbrunnen mit Tränke,5,2255062,
TRINKBRUNNENOGD.2255063,POINT (16.333089126943378 48.181508600888336),Trinkbrunnen mit Tränke,5,2255063,
TRINKBRUNNENOGD.2255064,POINT (16.306118822681505 48.164929373108954),Trinkbrunnen,4,2255064,
TRINKBRUNNENOGD.2255065,POINT (16.337076024490564 48.18667111895601),Trinkbrunnen mit Tränke,5,2255065,
TRINKBRUNNENOGD.2255066,POINT (16.345009488388342 48.17979989231084),Spielbrunnen,3,2255066,
TRINKBRUNNENOGD.2255067,POINT (16.331236780673734 48.17585123996792),Trinkbrunnen mit Tränke,5,2255067,
TRINKBRUNNENOGD.2255068,POINT (16.339171359978433 48.18128648813375),Trinkbrunnen mit Tränke,5,2255068,
TRINKBRUNNENOGD.2255069,POINT (16.33957343289797 48.18148698967518),Trinkbrunnen mit Tränke,5,2255069,
TRINKBRUNNENOGD.2255070,POINT (16.328629794991173 48.173043541616906),Trinkbrunnen,4,2255070,
TRINKBRUNNENOGD.2255071,POINT (16.327378597217955 48.182309915909215),Trinkbrunnen mit Tränke,5,2255071,
TRINKBRUNNENOGD.2255072,POINT (16.32780410319783 48.182248423728616),Trinkbrunnen mit Tränke,5,2255072,
TRINKBRUNNENOGD.2255073,POINT (16.3351987475832 48.178715093031094),Spielbrunnen,3,2255073,
TRINKBRUNNENOGD.2255074,POINT (16.334668597276615 48.17890365021131),Trinkbrunnen mit Tränke,5,2255074,
TRINKBRUNNENOGD.2255075,POINT (16.326865690337762 48.159244513147975),Trinkbrunnen mit Tränke,5,2255075,
TRINKBRUNNENOGD.2255076,POINT (16.32405999641469 48.16075584403674),Trinkbrunnen,4,2255076,
TRINKBRUNNENOGD.2255077,POINT (16.323577134982298 48.16030306534008),Trinkbrunnen,4,2255077,
TRINKBRUNNENOGD.2255078,POINT (16.328355281970197 48.18057549075779),Trinkbrunnen,4,2255078,
TRINKBRUNNENOGD.2255079,POINT (16.320757118998937 48.170920443714266),Trinkbrunnen mit Tränke,5,2255079,
TRINKBRUNNENOGD.2255080,POINT (16.347328291708273 48.182367223164015),Trinkbrunnen mit Tränke,5,2255080,
TRINKBRUNNENOGD.2255081,POINT (16.339412415773833 48.17821716032037),Trinkbrunnen,4,2255081,
TRINKBRUNNENOGD.2255082,POINT (16.338660930836614 48.178719565662625),Trinkbrunnen,4,2255082,
TRINKBRUNNENOGD.2255083,POINT (16.280991244887133 48.16573318647317),Trinkbrunnen,4,2255083,
TRINKBRUNNENOGD.2255084,POINT (16.288162052938613 48.16795206676355),Spielbrunnen,3,2255084,
TRINKBRUNNENOGD.2255085,POINT (16.272753297052542 48.164507951256745),Trinkbrunnen,4,2255085,
TRINKBRUNNENOGD.2255086,POINT (16.26009585215474 48.193642640102595),Trinkbrunnen mit Tränke,5,2255086,
TRINKBRUNNENOGD.2255087,POINT (16.261307805495026 48.19242253395793),Trinkbrunnen mit Tränke,5,2255087,
TRINKBRUNNENOGD.2255088,POINT (16.28715414961004 48.18553550073928),Trinkbrunnen mit Tränke,5,2255088,
TRINKBRUNNENOGD.2255089,POINT (16.2821405742578 48.1684277453008),Trinkbrunnen,4,2255089,
TRINKBRUNNENOGD.2255090,POINT (16.27436551821855 48.18121531810132),Trinkbrunnen mit Tränke,5,2255090,
TRINKBRUNNENOGD.2255091,POINT (16.274409180299045 48.18107434157414),Spielbrunnen,3,2255091,
TRINKBRUNNENOGD.2255092,POINT (16.27167366189019 48.19035027970783),Trinkbrunnen,4,2255092,
TRINKBRUNNENOGD.2255093,POINT (16.275925098365548 48.173741792866274),Trinkbrunnen,4,2255093,
TRINKBRUNNENOGD.2255094,POINT (16.3129128294731 48.1286290783945),Spielbrunnen,3,2255094,
TRINKBRUNNENOGD.2255095,POINT (16.314956410222422 48.13983365212994),Trinkbrunnen mit Tränke,5,2255095,
TRINKBRUNNENOGD.2255096,POINT (16.31520447446969 48.140244045104076),Trinkbrunnen mit Tränke,5,2255096,
TRINKBRUNNENOGD.2255097,POINT (16.280062311676005 48.13942937598012),Trinkbrunnen,4,2255097,
TRINKBRUNNENOGD.2255098,POINT (16.34479904509853 48.151721392606774),Trinkbrunnen mit Tränke,5,2255098,
TRINKBRUNNENOGD.2255099,POINT (16.340979512319077 48.15060447265976),Trinkbrunnen mit Tränke,5,2255099,
TRINKBRUNNENOGD.2255100,POINT (16.282226068428958 48.145262625031094),Trinkbrunnen mit Tränke,5,2255100,
TRINKBRUNNENOGD.2255101,POINT (16.305448000238993 48.15233465037388),Trinkbrunnen mit Tränke,5,2255101,
TRINKBRUNNENOGD.2255102,POINT (16.353019859712056 48.14773240197431),Trinkbrunnen,4,2255102,
TRINKBRUNNENOGD.2255103,POINT (16.27476070373989 48.137556879296056),Trinkbrunnen mit Tränke,5,2255103,
TRINKBRUNNENOGD.2255104,POINT (16.313300330812492 48.14886898975557),Trinkbrunnen mit Tränke,5,2255104,
TRINKBRUNNENOGD.2255105,POINT (16.313127817322687 48.14804683425396),Trinkbrunnen mit Tränke,5,2255105,
TRINKBRUNNENOGD.2255106,POINT (16.333040348254134 48.150063594488245),Trinkbrunnen mit Tränke,5,2255106,
TRINKBRUNNENOGD.2255107,POINT (16.30378114992207 48.14942294093393),Trinkbrunnen mit Tränke,5,2255107,
TRINKBRUNNENOGD.2255108,POINT (16.267238552391618 48.14925529815474),Trinkbrunnen mit Tränke,5,2255108,
TRINKBRUNNENOGD.2255109,POINT (16.288274365837186 48.14049669197915),Trinkbrunnen mit Tränke,5,2255109,
TRINKBRUNNENOGD.2255110,POINT (16.31255938750019 48.13044644339198),Trinkbrunnen,4,2255110,
TRINKBRUNNENOGD.2255111,POINT (16.31115375925185 48.19608397313802),Trinkbrunnen,4,2255111,
TRINKBRUNNENOGD.2255112,POINT (16.43517752170645 48.2305994573209),Trinkbrunnen mit Tränke,5,2255112,
TRINKBRUNNENOGD.2255113,POINT (16.439047706135227 48.23174469216381),Trinkbrunnen,4,2255113,
TRINKBRUNNENOGD.2255114,POINT (16.418020139086902 48.231817529474206),Trinkbrunnen mit Tränke,5,2255114,
TRINKBRUNNENOGD.2255115,POINT (16.418915240534528 48.231727872159304),Trinkbrunnen mit Tränke,5,2255115,
TRINKBRUNNENOGD.2255116,POINT (16.417218842490445 48.23116300956098),Trinkbrunnen,4,2255116,
TRINKBRUNNENOGD.2255117,POINT (16.449859347208385 48.2317512904289),Trinkbrunnen mit Tränke,5,2255117,
TRINKBRUNNENOGD.2255118,POINT (16.44944477305804 48.2368024821947),Trinkbrunnen mit Tränke,5,2255118,
TRINKBRUNNENOGD.2255119,POINT (16.44406897505705 48.23876060772986),Trinkbrunnen mit Tränke,5,2255119,
TRINKBRUNNENOGD.2255120,POINT (16.441210377320953 48.24081934742182),Trinkbrunnen mit Tränke,5,2255120,
TRINKBRUNNENOGD.2255121,POINT (16.42469900330209 48.22589783246785),Spielbrunnen,3,2255121,
TRINKBRUNNENOGD.2255122,POINT (16.399828869954916 48.24900406356303),Trinkbrunnen,4,2255122,
TRINKBRUNNENOGD.2255123,POINT (16.405319982455197 48.240779758382956),Trinkbrunnen mit Tränke,5,2255123,
TRINKBRUNNENOGD.2255124,POINT (16.40526322415786 48.2384089030257),Trinkbrunnen,4,2255124,
TRINKBRUNNENOGD.2255125,POINT (16.410491554996344 48.2368374153946),Trinkbrunnen,4,2255125,
TRINKBRUNNENOGD.2255126,POINT (16.417192744635404 48.23806541531078),Spielbrunnen,3,2255126,
TRINKBRUNNENOGD.2255127,POINT (16.419256270391568 48.23900701470605),Trinkbrunnen mit Tränke,5,2255127,
TRINKBRUNNENOGD.2255128,POINT (16.416050480849268 48.2413714076809),Trinkbrunnen,4,2255128,
TRINKBRUNNENOGD.2255129,POINT (16.392758278867955 48.23306494966128),Spielbrunnen,3,2255129,
TRINKBRUNNENOGD.2255130,POINT (16.369180997451437 48.22168417831511),Trinkbrunnen mit Tränke,5,2255130,
TRINKBRUNNENOGD.2255131,POINT (16.387848497289927 48.22471978607921),Trinkbrunnen,4,2255131,
TRINKBRUNNENOGD.2255132,POINT (16.37256612714487 48.21807683296351),Trinkbrunnen mit Tränke,5,2255132,
TRINKBRUNNENOGD.2255133,POINT (16.4168724603783 48.21629186471244),Spielbrunnen,3,2255133,
TRINKBRUNNENOGD.2255134,POINT (16.400363119693438 48.22028329698566),Trinkbrunnen mit Tränke,5,2255134,
TRINKBRUNNENOGD.2255135,POINT (16.382317105295062 48.215122445047705),Trinkbrunnen,4,2255135,
TRINKBRUNNENOGD.2255136,POINT (16.405180862297733 48.21680923923593),Trinkbrunnen,4,2255136,
TRINKBRUNNENOGD.2255137,POINT (16.386071965360113 48.2171870216517),Trinkbrunnen mit Tränke,5,2255137,
TRINKBRUNNENOGD.2255138,POINT (16.384912308625964 48.21323999892974),Trinkbrunnen,4,2255138,
TRINKBRUNNENOGD.2255139,POINT (16.404530853223232 48.22428486732403),Trinkbrunnen mit Tränke,5,2255139,
TRINKBRUNNENOGD.2255140,POINT (16.417218839438462 48.19918645716488),Trinkbrunnen,4,2255140,
TRINKBRUNNENOGD.2255141,POINT (16.40316530000923 48.22643425432856),Trinkbrunnen,4,2255141,
TRINKBRUNNENOGD.2255142,POINT (16.402397572312612 48.225689312111),Trinkbrunnen,4,2255142,
TRINKBRUNNENOGD.2255143,POINT (16.491684782766225 48.247574516969614),Spielbrunnen,3,2255143,
TRINKBRUNNENOGD.2255144,POINT (16.41766857473025 48.17740633905843),Trinkbrunnen,4,2255144,
TRINKBRUNNENOGD.2255145,POINT (16.39954800398024 48.212677966482126),Spielbrunnen,3,2255145,
TRINKBRUNNENOGD.2255146,POINT (16.394559215652965 48.21640205260171),Trinkbrunnen,4,2255146,
TRINKBRUNNENOGD.2255147,POINT (16.40836302230426 48.20481324538464),Trinkbrunnen mit Tränke,5,2255147,
TRINKBRUNNENOGD.2255148,POINT (16.40655784585513 48.20391666419311),Trinkbrunnen,4,2255148,
TRINKBRUNNENOGD.2255149,POINT (16.378177981684416 48.214269082095484),Trinkbrunnen mit Tränke,5,2255149,
TRINKBRUNNENOGD.2255150,POINT (16.283807964272814 48.19879197453197),Trinkbrunnen mit Tränke,5,2255150,
TRINKBRUNNENOGD.2255151,POINT (16.282759543741218 48.19883280480688),Trinkbrunnen,4,2255151,
TRINKBRUNNENOGD.2255152,POINT (16.477367522077778 48.25373401014099),Trinkbrunnen,4,2255152,
TRINKBRUNNENOGD.2255153,POINT (16.413112001068047 48.27506917080123),Trinkbrunnen,4,2255153,
TRINKBRUNNENOGD.2255154,POINT (16.36772595639397 48.21459509054598),Trinkbrunnen,4,2255154,
TRINKBRUNNENOGD.2255155,POINT (16.371538423030522 48.214408708733096),Trinkbrunnen mit Tränke,5,2255155,
TRINKBRUNNENOGD.2255156,POINT (16.356178767377976 48.20741775509155),Trinkbrunnen mit Tränke,5,2255156,
TRINKBRUNNENOGD.2255157,POINT (16.483676304042095 48.280888538697496),Trinkbrunnen,4,2255157,
TRINKBRUNNENOGD.2255158,POINT (16.43916473818667 48.23840787649929),Trinkbrunnen,4,2255158,
TRINKBRUNNENOGD.2255159,POINT (16.330686371527204 48.217266506583755),Trinkbrunnen,4,2255159,
TRINKBRUNNENOGD.2255160,POINT (16.383317977896617 48.26879220069927),Trinkbrunnen mit Tränke,5,2255160,
TRINKBRUNNENOGD.2255161,POINT (16.32591965456213 48.21466693272979),Trinkbrunnen mit Tränke,5,2255161,
TRINKBRUNNENOGD.2255162,POINT (16.314413996109938 48.22504991206511),Trinkbrunnen,4,2255162,
TRINKBRUNNENOGD.2255163,POINT (16.33036379553713 48.22321000213661),Trinkbrunnen mit Tränke,5,2255163,
TRINKBRUNNENOGD.2255164,POINT (16.315093194260754 48.232087848378235),Trinkbrunnen mit Tränke,5,2255164,
TRINKBRUNNENOGD.2255165,POINT (16.30454402763077 48.22903452324897),Trinkbrunnen mit Tränke,5,2255165,
TRINKBRUNNENOGD.2255166,POINT (16.334883619832713 48.21890797128991),Trinkbrunnen mit Tränke,5,2255166,
TRINKBRUNNENOGD.2255167,POINT (16.32399523258422 48.22457564104908),Trinkbrunnen mit Tränke,5,2255167,
TRINKBRUNNENOGD.2255168,POINT (16.314580025605945 48.223489114975706),Trinkbrunnen,4,2255168,
TRINKBRUNNENOGD.2255169,POINT (16.518515273526138 48.20869001154913),Trinkbrunnen mit Tränke,5,2255169,
TRINKBRUNNENOGD.2255170,POINT (16.43210952567117 48.24711661924118),Trinkbrunnen mit Tränke,5,2255170,
TRINKBRUNNENOGD.2255171,POINT (16.448311152327314 48.24865125440453),Trinkbrunnen mit Tränke,5,2255171,
TRINKBRUNNENOGD.2255172,POINT (16.441529864364668 48.24522890461522),Trinkbrunnen mit Tränke,5,2255172,
TRINKBRUNNENOGD.2255173,POINT (16.33408196072124 48.236794751974855),Trinkbrunnen,4,2255173,
TRINKBRUNNENOGD.2255174,POINT (16.326924144869714 48.18975476387031),Trinkbrunnen mit Tränke,5,2255174,
TRINKBRUNNENOGD.2255175,POINT (16.32478846678186 48.2255392563934),Trinkbrunnen mit Tränke,5,2255175,
TRINKBRUNNENOGD.2255176,POINT (16.433511362175814 48.252169351434816),Trinkbrunnen mit Tränke,5,2255176,
TRINKBRUNNENOGD.2255177,POINT (16.433626833181897 48.254471638538924),Trinkbrunnen mit Tränke,5,2255177,
TRINKBRUNNENOGD.2255178,POINT (16.308387134526615 48.20924468011754),Trinkbrunnen mit Tränke,5,2255178,
TRINKBRUNNENOGD.2255179,POINT (16.307285761887126 48.20107398950959),Trinkbrunnen mit Tränke,5,2255179,
TRINKBRUNNENOGD.2255180,POINT (16.30755301574281 48.20128487828056),Trinkbrunnen mit Tränke,5,2255180,
TRINKBRUNNENOGD.2255181,POINT (16.344648678943905 48.18020894225709),Trinkbrunnen mit Tränke,5,2255181,
TRINKBRUNNENOGD.2255182,POINT (16.304468499376238 48.208720148131185),Trinkbrunnen mit Tränke,5,2255182,
TRINKBRUNNENOGD.2255183,POINT (16.408800385381756 48.17197779869986),Trinkbrunnen mit Tränke,5,2255183,
TRINKBRUNNENOGD.2255184,POINT (16.338963508301173 48.2258167173138),Trinkbrunnen mit Tränke,5,2255184,
TRINKBRUNNENOGD.2255185,POINT (16.339047210542144 48.22658180920681),Trinkbrunnen,4,2255185,
TRINKBRUNNENOGD.2255186,POINT (16.349805509661486 48.23241137965968),Trinkbrunnen mit Tränke,5,2255186,
TRINKBRUNNENOGD.2255187,POINT (16.308213861222203 48.221946830344955),Trinkbrunnen,4,2255187,
TRINKBRUNNENOGD.2255188,POINT (16.310962470851283 48.222738949935255),Trinkbrunnen mit Tränke,5,2255188,
TRINKBRUNNENOGD.2255189,POINT (16.33556178011776 48.20215396086998),Trinkbrunnen,4,2255189,
TRINKBRUNNENOGD.2255190,POINT (16.335690893294505 48.201906554991226),Trinkbrunnen,4,2255190,
TRINKBRUNNENOGD.2255191,POINT (16.300811000558905 48.16725003280362),Trinkbrunnen,4,2255191,
TRINKBRUNNENOGD.2255192,POINT (16.3613379923623 48.19875011065267),Trinkbrunnen mit Tränke,5,2255192,
TRINKBRUNNENOGD.2255193,POINT (16.353700254361545 48.221148006762064),Trinkbrunnen,4,2255193,
TRINKBRUNNENOGD.2255194,POINT (16.438364137389677 48.247521540413324),Trinkbrunnen,4,2255194,
TRINKBRUNNENOGD.2255195,POINT (16.438438318376587 48.24715344016462),Trinkbrunnen,4,2255195,
TRINKBRUNNENOGD.2255196,POINT (16.41418595155236 48.171212451053776),Trinkbrunnen mit Tränke,5,2255196,
TRINKBRUNNENOGD.2255197,POINT (16.41488231089912 48.17048551160255),Trinkbrunnen mit Tränke,5,2255197,
TRINKBRUNNENOGD.2255198,POINT (16.372851318155455 48.2154013666781),Trinkbrunnen mit Tränke,5,2255198,
TRINKBRUNNENOGD.2255199,POINT (16.328973384512338 48.18988165700128),Trinkbrunnen mit Tränke,5,2255199,
TRINKBRUNNENOGD.2255200,POINT (16.32862583541908 48.189962157683944),Trinkbrunnen mit Tränke,5,2255200,
TRINKBRUNNENOGD.2255201,POINT (16.380068534509995 48.17652131233356),Trinkbrunnen mit Tränke,5,2255201,
TRINKBRUNNENOGD.2255202,POINT (16.32114308218479 48.19031148055942),Trinkbrunnen mit Tränke,5,2255202,
TRINKBRUNNENOGD.2255203,POINT (16.31928881095513 48.1966594471908),Trinkbrunnen mit Tränke,5,2255203,
TRINKBRUNNENOGD.2255204,POINT (16.319083425233355 48.19646116007708),Trinkbrunnen mit Tränke,5,2255204,
TRINKBRUNNENOGD.2255205,POINT (16.355737229726518 48.18145092801777),Trinkbrunnen mit Tränke,5,2255205,
TRINKBRUNNENOGD.2255206,POINT (16.349932621446985 48.185957538645525),Trinkbrunnen mit Tränke,5,2255206,
TRINKBRUNNENOGD.2255207,POINT (16.347444298674 48.18713731794966),Trinkbrunnen mit Tränke,5,2255207,
TRINKBRUNNENOGD.2255208,POINT (16.334480000275175 48.24044055082359),Trinkbrunnen mit Tränke,5,2255208,
TRINKBRUNNENOGD.2255209,POINT (16.267998305884227 48.19652474541795),Trinkbrunnen mit Tränke,5,2255209,
TRINKBRUNNENOGD.2255210,POINT (16.35049801154018 48.18028197358895),Trinkbrunnen mit Tränke,5,2255210,
TRINKBRUNNENOGD.2255211,POINT (16.462713441190793 48.15724512676331),Trinkbrunnen mit Tränke,5,2255211,
TRINKBRUNNENOGD.2255212,POINT (16.462435582592732 48.15635251167253),Spielbrunnen,3,2255212,
TRINKBRUNNENOGD.2255213,POINT (16.462872874278542 48.15541906947367),Trinkbrunnen mit Tränke,5,2255213,
TRINKBRUNNENOGD.2255214,POINT (16.309024743313554 48.14809421586514),Trinkbrunnen mit Tränke,5,2255214,
TRINKBRUNNENOGD.2255215,POINT (16.35095466294208 48.18294684209971),Trinkbrunnen mit Tränke,5,2255215,
TRINKBRUNNENOGD.2255216,POINT (16.38126863639734 48.24503461819764),Spielbrunnen,3,2255216,
TRINKBRUNNENOGD.2255217,POINT (16.3803115219134 48.24453524528495),Trinkbrunnen mit Tränke,5,2255217,
TRINKBRUNNENOGD.2255218,POINT (16.334943978639533 48.22657544591438),Trinkbrunnen mit Tränke,5,2255218,
TRINKBRUNNENOGD.2255219,POINT (16.302585928897603 48.19621794096673),Trinkbrunnen mit Tränke,5,2255219,
TRINKBRUNNENOGD.2255220,POINT (16.303458599881935 48.196157860255),Trinkbrunnen mit Tränke,5,2255220,
TRINKBRUNNENOGD.2255221,POINT (16.32654635998633 48.16492311353121),Trinkbrunnen,4,2255221,
TRINKBRUNNENOGD.2255222,POINT (16.327485439873296 48.16488031161819),Trinkbrunnen,4,2255222,
TRINKBRUNNENOGD.2255223,POINT (16.3424925139561 48.21223307967093),Trinkbrunnen mit Tränke,5,2255223,
TRINKBRUNNENOGD.2255224,POINT (16.397124640475504 48.22707536066074),Trinkbrunnen mit Tränke,5,2255224,
TRINKBRUNNENOGD.2255225,POINT (16.397248250164964 48.22703811447275),Spielbrunnen,3,2255225,
TRINKBRUNNENOGD.2255226,POINT (16.3777397717893 48.16671955752903),Trinkbrunnen mit Tränke,5,2255226,
TRINKBRUNNENOGD.2255227,POINT (16.397994039239556 48.22602727479342),Trinkbrunnen mit Tränke,5,2255227,
TRINKBRUNNENOGD.2255228,POINT (16.39652576332661 48.22633584742178),Trinkbrunnen mit Tränke,5,2255228,
TRINKBRUNNENOGD.2255229,POINT (16.397135890478438 48.22532839386082),Trinkbrunnen mit Tränke,5,2255229,
TRINKBRUNNENOGD.2255230,POINT (16.378311809878902 48.179281157019695),Trinkbrunnen,4,2255230,
TRINKBRUNNENOGD.2255231,POINT (16.333128518768728 48.18942170377122),Trinkbrunnen mit Tränke,5,2255231,
TRINKBRUNNENOGD.2255232,POINT (16.38726198467909 48.234091694678455),Trinkbrunnen mit Tränke,5,2255232,
TRINKBRUNNENOGD.2255233,POINT (16.386772717099326 48.2343857156829),Spielbrunnen,3,2255233,
TRINKBRUNNENOGD.2255234,POINT (16.31891850094738 48.19411549696292),Trinkbrunnen mit Tränke,5,2255234,
TRINKBRUNNENOGD.2255235,POINT (16.343258637017524 48.186955711106314),Trinkbrunnen mit Tränke,5,2255235,
TRINKBRUNNENOGD.2255236,POINT (16.355340385964023 48.187859910974716),Trinkbrunnen mit Tränke,5,2255236,
TRINKBRUNNENOGD.2255237,POINT (16.362808433518364 48.18784439653361),Trinkbrunnen mit Tränke,5,2255237,
TRINKBRUNNENOGD.2255238,POINT (16.360826747859683 48.18970566243536),Trinkbrunnen mit Tränke,5,2255238,
TRINKBRUNNENOGD.2255239,POINT (16.381118506773404 48.20314999019059),Trinkbrunnen,4,2255239,
TRINKBRUNNENOGD.2255240,POINT (16.38157134659339 48.20358346104537),Zierbrunnen,6,2255240,
TRINKBRUNNENOGD.2255241,POINT (16.390967581052266 48.1982864264744),Trinkbrunnen mit Tränke,5,2255241,
TRINKBRUNNENOGD.2255242,POINT (16.39231458464841 48.19845831491405),Trinkbrunnen mit Tränke,5,2255242,
TRINKBRUNNENOGD.2255243,POINT (16.40108443857317 48.197604833836195),Trinkbrunnen mit Tränke,5,2255243,
TRINKBRUNNENOGD.2255244,POINT (16.401321842530443 48.19765013059767),Trinkbrunnen mit Tränke,5,2255244,
TRINKBRUNNENOGD.2255245,POINT (16.386787337164545 48.18660474503152),Trinkbrunnen mit Tränke,5,2255245,
TRINKBRUNNENOGD.2255246,POINT (16.38724965760294 48.18683438277707),Spielbrunnen,3,2255246,
TRINKBRUNNENOGD.2255247,POINT (16.38493397276094 48.184989930006815),Trinkbrunnen mit Tränke,5,2255247,
TRINKBRUNNENOGD.2255248,POINT (16.333886878391255 48.23898352035746),Trinkbrunnen mit Tränke,5,2255248,
TRINKBRUNNENOGD.2255249,POINT (16.330630448548636 48.198514566295465),Trinkbrunnen mit Tränke,5,2255249,
TRINKBRUNNENOGD.2255250,POINT (16.33106556480826 48.19840751103603),Trinkbrunnen mit Tränke,5,2255250,
TRINKBRUNNENOGD.2255251,POINT (16.330901173299395 48.1980001388745),Trinkbrunnen mit Tränke,5,2255251,
TRINKBRUNNENOGD.2255252,POINT (16.35637919089364 48.20566299115712),Trinkbrunnen mit Tränke,5,2255252,
TRINKBRUNNENOGD.2255253,POINT (16.355436170003156 48.20642458081317),Trinkbrunnen mit Tränke,5,2255253,
TRINKBRUNNENOGD.2255254,POINT (16.361207334129336 48.1987183832137),Spielbrunnen,3,2255254,
TRINKBRUNNENOGD.2255255,POINT (16.36190631324604 48.19819719655166),Trinkbrunnen mit Tränke,5,2255255,
TRINKBRUNNENOGD.2255256,POINT (16.352421345742055 48.19726123307405),Trinkbrunnen mit Tränke,5,2255256,
TRINKBRUNNENOGD.2255257,POINT (16.352630548365205 48.19759146637651),Trinkbrunnen mit Tränke,5,2255257,
TRINKBRUNNENOGD.2255258,POINT (16.35260132015663 48.19740120155616),Spielbrunnen,3,2255258,
TRINKBRUNNENOGD.2255259,POINT (16.347056777160617 48.19244537866068),Trinkbrunnen,4,2255259,
TRINKBRUNNENOGD.2255260,POINT (16.351178144950477 48.21219474144314),Trinkbrunnen mit Tränke,5,2255260,
TRINKBRUNNENOGD.2255261,POINT (16.344834073263854 48.211294213655975),Trinkbrunnen mit Tränke,5,2255261,
TRINKBRUNNENOGD.2255262,POINT (16.345579916358272 48.21125030476241),Trinkbrunnen,4,2255262,
TRINKBRUNNENOGD.2255263,POINT (16.309059377334886 48.22155611976207),Trinkbrunnen,4,2255263,
TRINKBRUNNENOGD.2255264,POINT (16.358362485389605 48.22638040233385),Trinkbrunnen mit Tränke,5,2255264,
TRINKBRUNNENOGD.2255265,POINT (16.358350545460443 48.2264139744268),Trinkbrunnen mit Tränke,5,2255265,
TRINKBRUNNENOGD.2255266,POINT (16.37118079486036 48.17342875634213),Spielbrunnen,3,2255266,
TRINKBRUNNENOGD.2255267,POINT (16.37164715152104 48.17334473923179),Trinkbrunnen mit Tränke,5,2255267,
TRINKBRUNNENOGD.2255268,POINT (16.336846679649607 48.22351627653669),Trinkbrunnen mit Tränke,5,2255268,
TRINKBRUNNENOGD.2255269,POINT (16.491042095207817 48.22553419755458),Spielbrunnen,3,2255269,
TRINKBRUNNENOGD.2255270,POINT (16.455934119521846 48.27675131150777),Trinkbrunnen mit Tränke,5,2255270,
TRINKBRUNNENOGD.2255271,POINT (16.457223775259024 48.214739316097216),Spielbrunnen,3,2255271,
TRINKBRUNNENOGD.2255272,POINT (16.522268185974983 48.213346400433615),Trinkbrunnen,4,2255272,
TRINKBRUNNENOGD.2255273,POINT (16.497379736632887 48.225106283229984),Trinkbrunnen mit Tränke,5,2255273,
TRINKBRUNNENOGD.2255274,POINT (16.497729263032937 48.22607539303753),Spielbrunnen,3,2255274,
TRINKBRUNNENOGD.2255275,POINT (16.50040596284928 48.227031447075895),Trinkbrunnen mit Tränke,5,2255275,
TRINKBRUNNENOGD.2255276,POINT (16.504728059926126 48.22702269767439),Trinkbrunnen mit Tränke,5,2255276,
TRINKBRUNNENOGD.2255277,POINT (16.506262355215803 48.2263183398017),Trinkbrunnen mit Tränke,5,2255277,
TRINKBRUNNENOGD.2255278,POINT (16.508967913464616 48.22563842090416),Trinkbrunnen mit Tränke,5,2255278,
TRINKBRUNNENOGD.2255279,POINT (16.498973043700392 48.222687013859904),Trinkbrunnen mit Tränke,5,2255279,
TRINKBRUNNENOGD.2255280,POINT (16.50216245619135 48.22340952294563),Trinkbrunnen,4,2255280,
TRINKBRUNNENOGD.2255281,POINT (16.501694891200394 48.2231452215458),Spielbrunnen,3,2255281,
TRINKBRUNNENOGD.2255282,POINT (16.50068704250671 48.22393895760107),Trinkbrunnen,4,2255282,
TRINKBRUNNENOGD.2255283,POINT (16.279043731946253 48.206370731041744),Trinkbrunnen mit Tränke,5,2255283,
TRINKBRUNNENOGD.2255284,POINT (16.39454967753424 48.24963630052966),Trinkbrunnen mit Tränke,5,2255284,
TRINKBRUNNENOGD.2255285,POINT (16.5183102782352 48.208867894273155),Spielbrunnen,3,2255285,
TRINKBRUNNENOGD.2255286,POINT (16.445058554786286 48.271756724295386),Spielbrunnen,3,2255286,
TRINKBRUNNENOGD.2255287,POINT (16.33223150961919 48.190204158733806),Trinkbrunnen mit Tränke,5,2255287,
