FID,SHAPE,NAME,TYP_NUM,SE_SDO_ROWID,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.2254447,POINT (16.43914258513895 48.24112194022608),Trinkhydrant,10,2254447,
TRINKBRUNNENOGD.2254448,POINT (16.38053555089583 48.16821385911374),Auslaufbrunnen,7,2254448,
TRINKBRUNNENOGD.2254449,POINT (16.34208149366027 48.19628863420808),Trinkhydrant,10,2254449,
TRINKBRUNNENOGD.2254450,POINT (16.297286872794626 48.23786516612376),Trinkhydrant,10,2254450,
TRINKBRUNNENOGD.2254451,POINT (16.337457257055526 48.221428541668104),Trinkhydrant,10,2254451,
TRINKBRUNNENOGD.2254452,POINT (16.297484312315326 48.25383969499404),Trinkhydrant,10,2254452,
TRINKBRUNNENOGD.2254453,POINT (16.391274302156596 48.193267468320386),Trinkhydrant,10,2254453,
TRINKBRUNNENOGD.2254454,POINT (16.38346834829284 48.14955016994482),Auslaufbrunnen,7,2254454,
TRINKBRUNNENOGD.2254455,POINT (16.330381183806708 48.18936490750906),Trinkhydrant,10,2254455,
TRINKBRUNNENOGD.2254456,POINT (16.219313153935644 48.204345173842796),Trinkhydrant,10,2254456,
TRINKBRUNNENOGD.2254457,POINT (16.440299548878976 48.2560141069171),Trinkhydrant,10,2254457,
TRINKBRUNNENOGD.2254458,POINT (16.29064935005471 48.22310707328213),Trinkhydrant,10,2254458,
TRINKBRUNNENOGD.2254459,POINT (16.358441779219614 48.200663243440516),Trinkhydrant,10,2254459,
TRINKBRUNNENOGD.2254460,POINT (16.33852636592744 48.20959403755144),Trinkhydrant,10,2254460,
TRINKBRUNNENOGD.2254461,POINT (16.28379589110181 48.226789229944295),Trinkhydrant,10,2254461,
TRINKBRUNNENOGD.2254462,POINT (16.315288254289932 48.21205532505766),Trinkhydrant,10,2254462,
TRINKBRUNNENOGD.2254463,POINT (16.315774838979486 48.14073481805002),Trinkhydrant,10,2254463,
TRINKBRUNNENOGD.2254464,POINT (16.352564355512037 48.181436336431695),Auslaufbrunnen,7,2254464,
TRINKBRUNNENOGD.2254465,POINT (16.415576638426522 48.205252205479624),Auslaufbrunnen,7,2254465,
TRINKBRUNNENOGD.2254466,POINT (16.39338134669462 48.224345484475826),Trinkhydrant,10,2254466,
TRINKBRUNNENOGD.2254467,POINT (16.392691798355628 48.22632289837737),Trinkhydrant,10,2254467,
TRINKBRUNNENOGD.2254468,POINT (16.392150093183574 48.22824203160225),Trinkhydrant,10,2254468,
TRINKBRUNNENOGD.2254469,POINT (16.336426619352157 48.21616866172645),Auslaufbrunnen,7,2254469,
TRINKBRUNNENOGD.2254470,POINT (16.3199634211367 48.204558609987004),Trinkhydrant,10,2254470,
TRINKBRUNNENOGD.2254471,POINT (16.302993120732808 48.22944081081605),Trinkhydrant,10,2254471,
TRINKBRUNNENOGD.2254472,POINT (16.313844118111586 48.212280693916455),Trinkhydrant,10,2254472,
TRINKBRUNNENOGD.2254473,POINT (16.36846027606372 48.19256952671324),Trinkhydrant,10,2254473,
TRINKBRUNNENOGD.2254474,POINT (16.4258461372315 48.22453598593442),Auslaufbrunnen,7,2254474,
TRINKBRUNNENOGD.2254475,POINT (16.344909703096064 48.199219681542395),Trinkhydrant,10,2254475,
TRINKBRUNNENOGD.2254476,POINT (16.41656152272362 48.217785239165494),Auslaufbrunnen,7,2254476,
TRINKBRUNNENOGD.2254477,POINT (16.399843367487296 48.27819991857447),Auslaufbrunnen,7,2254477,
TRINKBRUNNENOGD.2254478,POINT (16.41414711993118 48.225037717891),Auslaufbrunnen,7,2254478,
TRINKBRUNNENOGD.2254479,POINT (16.38609215724341 48.242724547716286),Auslaufbrunnen,7,2254479,
TRINKBRUNNENOGD.2254480,POINT (16.417050039758404 48.222538254143615),Auslaufbrunnen,7,2254480,
TRINKBRUNNENOGD.2254481,POINT (16.333354297338953 48.2143531407118),Auslaufbrunnen,7,2254481,
TRINKBRUNNENOGD.2254482,POINT (16.43313081816549 48.20587923249907),Auslaufbrunnen,7,2254482,
TRINKBRUNNENOGD.2254483,POINT (16.40280933048882 48.23351489395362),Auslaufbrunnen,7,2254483,
TRINKBRUNNENOGD.2254484,POINT (16.40531671297916 48.23100026764618),Auslaufbrunnen,7,2254484,
TRINKBRUNNENOGD.2254485,POINT (16.411603820430127 48.221556290096025),Auslaufbrunnen,7,2254485,
TRINKBRUNNENOGD.2254486,POINT (16.40292978346461 48.228062893623935),Auslaufbrunnen,7,2254486,
TRINKBRUNNENOGD.2254487,POINT (16.351982833767828 48.19392012772947),Auslaufbrunnen,7,2254487,
TRINKBRUNNENOGD.2254488,POINT (16.34945794809321 48.22440667716329),Auslaufbrunnen,7,2254488,
TRINKBRUNNENOGD.2254489,POINT (16.394659067911057 48.30016542617431),Auslaufbrunnen,7,2254489,
TRINKBRUNNENOGD.2254490,POINT (16.265776748104965 48.221288125056624),Auslaufbrunnen,7,2254490,
TRINKBRUNNENOGD.2254491,POINT (16.447763069640562 48.15234004440695),Auslaufbrunnen,7,2254491,
TRINKBRUNNENOGD.2254492,POINT (16.372952151934467 48.25554982010351),Auslaufbrunnen,7,2254492,
TRINKBRUNNENOGD.2254493,POINT (16.44003536560268 48.14690507597137),Auslaufbrunnen,7,2254493,
TRINKBRUNNENOGD.2254494,POINT (16.196657548806762 48.22938270280184),Auslaufbrunnen,7,2254494,
TRINKBRUNNENOGD.2254495,POINT (16.24455787589122 48.22555247565403),Auslaufbrunnen,7,2254495,
TRINKBRUNNENOGD.2254496,POINT (16.33055424513183 48.21411333035367),Auslaufbrunnen,7,2254496,
TRINKBRUNNENOGD.2254497,POINT (16.462665908018657 48.1769496343501),Auslaufbrunnen,7,2254497,
TRINKBRUNNENOGD.2254498,POINT (16.34393035989039 48.2703074717286),Trinkhydrant,10,2254498,
TRINKBRUNNENOGD.2254499,POINT (16.338910967105342 48.20160705038169),Trinkhydrant,10,2254499,
TRINKBRUNNENOGD.2254500,POINT (16.39973863663041 48.257964926099646),Auslaufbrunnen,7,2254500,
TRINKBRUNNENOGD.2254501,POINT (16.350387738065947 48.19816106249774),Trinkhydrant,10,2254501,
TRINKBRUNNENOGD.2254502,POINT (16.462274356894337 48.262273198414455),Auslaufbrunnen,7,2254502,
TRINKBRUNNENOGD.2254503,POINT (16.38563779392262 48.22328328687937),Trinkhydrant,10,2254503,
TRINKBRUNNENOGD.2254504,POINT (16.302048410796974 48.17572369750045),Auslaufbrunnen,7,2254504,
TRINKBRUNNENOGD.2254505,POINT (16.34844260901417 48.18905069872239),Trinkhydrant,10,2254505,
TRINKBRUNNENOGD.2254506,POINT (16.368056036135858 48.23070165570543),Trinkhydrant,10,2254506,
TRINKBRUNNENOGD.2254507,POINT (16.376847762715165 48.194791281396114),Trinkhydrant,10,2254507,
TRINKBRUNNENOGD.2254508,POINT (16.338428171062603 48.18709845931119),Trinkhydrant,10,2254508,
TRINKBRUNNENOGD.2254509,POINT (16.352274964261767 48.202291794977945),Auslaufbrunnen,7,2254509,
TRINKBRUNNENOGD.2254510,POINT (16.32026288829305 48.20533149890844),Auslaufbrunnen,7,2254510,
TRINKBRUNNENOGD.2254511,POINT (16.337406108657554 48.20173706146287),Auslaufbrunnen,7,2254511,
TRINKBRUNNENOGD.2254512,POINT (16.369020760979417 48.20501089475463),Trinkhydrant,10,2254512,
TRINKBRUNNENOGD.2254513,POINT (16.35394938213635 48.19979403922749),Trinkhydrant,10,2254513,
TRINKBRUNNENOGD.2254514,POINT (16.409709224473396 48.1967680012938),Auslaufbrunnen,7,2254514,
TRINKBRUNNENOGD.2254515,POINT (16.399172319861513 48.194399713929954),Auslaufbrunnen,7,2254515,
TRINKBRUNNENOGD.2254516,POINT (16.32977074797214 48.18066429365395),Auslaufbrunnen,7,2254516,
TRINKBRUNNENOGD.2254517,POINT (16.360615144052804 48.20932100425152),Trinkhydrant,10,2254517,
TRINKBRUNNENOGD.2254518,POINT (16.415402121578957 48.24254225341554),Trinkhydrant,10,2254518,
TRINKBRUNNENOGD.2254519,POINT (16.330045125849953 48.177978538155806),Auslaufbrunnen,7,2254519,
TRINKBRUNNENOGD.2254520,POINT (16.368160732297095 48.190835408768486),Trinkhydrant,10,2254520,
TRINKBRUNNENOGD.2254521,POINT (16.35374089286315 48.18551254205514),Trinkhydrant,10,2254521,
TRINKBRUNNENOGD.2254522,POINT (16.407161240242694 48.230081100596166),Trinkhydrant,10,2254522,
TRINKBRUNNENOGD.2254523,POINT (16.405675421023822 48.166489702845176),Trinkhydrant,10,2254523,
TRINKBRUNNENOGD.2254524,POINT (16.289664652093403 48.25798812705555),Trinkhydrant,10,2254524,
TRINKBRUNNENOGD.2254525,POINT (16.36702427239852 48.19381702184189),Trinkhydrant,10,2254525,
TRINKBRUNNENOGD.2254526,POINT (16.231942350220578 48.20271403484288),Auslaufbrunnen,7,2254526,
TRINKBRUNNENOGD.2254527,POINT (16.252980600565024 48.19831031565308),Auslaufbrunnen,7,2254527,
TRINKBRUNNENOGD.2254528,POINT (16.252716091968168 48.176984109661205),Auslaufbrunnen,7,2254528,
TRINKBRUNNENOGD.2254529,POINT (16.256832350571532 48.16685599611615),Auslaufbrunnen,7,2254529,
TRINKBRUNNENOGD.2254530,POINT (16.22254323150283 48.153362131921355),Auslaufbrunnen,7,2254530,
TRINKBRUNNENOGD.2254531,POINT (16.184149137930568 48.162608273767155),Auslaufbrunnen,7,2254531,
TRINKBRUNNENOGD.2254532,POINT (16.33843262137403 48.167525991704636),Auslaufbrunnen,7,2254532,
TRINKBRUNNENOGD.2254533,POINT (16.338828172594216 48.16549610505307),Auslaufbrunnen,7,2254533,
TRINKBRUNNENOGD.2254534,POINT (16.358348354602715 48.15956850888135),Auslaufbrunnen,7,2254534,
TRINKBRUNNENOGD.2254535,POINT (16.37861030411568 48.2072155815522),Auslaufbrunnen,7,2254535,
TRINKBRUNNENOGD.2254536,POINT (16.404903292141395 48.21948668717607),Auslaufbrunnen,7,2254536,
TRINKBRUNNENOGD.2254537,POINT (16.391378037843353 48.209270089105566),Auslaufbrunnen,7,2254537,
TRINKBRUNNENOGD.2254538,POINT (16.36349494711685 48.19112112524923),Auslaufbrunnen,7,2254538,
TRINKBRUNNENOGD.2254539,POINT (16.35833479476037 48.20066076763072),Auslaufbrunnen,7,2254539,
TRINKBRUNNENOGD.2254540,POINT (16.34913526719077 48.19802777654476),Auslaufbrunnen,7,2254540,
TRINKBRUNNENOGD.2254541,POINT (16.255435099777262 48.17852785930787),Auslaufbrunnen,7,2254541,
TRINKBRUNNENOGD.2254542,POINT (16.267731394042904 48.1508335509859),Auslaufbrunnen,7,2254542,
TRINKBRUNNENOGD.2254543,POINT (16.377389825541815 48.2174122699309),Auslaufbrunnen,7,2254543,
TRINKBRUNNENOGD.2254544,POINT (16.40211167803484 48.22168975347416),Auslaufbrunnen,7,2254544,
TRINKBRUNNENOGD.2254545,POINT (16.390222638954466 48.20304947007623),Auslaufbrunnen,7,2254545,
TRINKBRUNNENOGD.2254546,POINT (16.391027249007017 48.20249779747898),Auslaufbrunnen,7,2254546,
TRINKBRUNNENOGD.2254547,POINT (16.360429781090197 48.197249188511584),Auslaufbrunnen,7,2254547,
TRINKBRUNNENOGD.2254548,POINT (16.363524418611743 48.198583087251194),Auslaufbrunnen,7,2254548,
TRINKBRUNNENOGD.2254549,POINT (16.36230361513622 48.197895761442425),Auslaufbrunnen,7,2254549,
TRINKBRUNNENOGD.2254550,POINT (16.364831033455186 48.199268116826886),Auslaufbrunnen,7,2254550,
TRINKBRUNNENOGD.2254551,POINT (16.33280740398476 48.18028575125024),Auslaufbrunnen,7,2254551,
TRINKBRUNNENOGD.2254552,POINT (16.33311385942733 48.18096004131523),Auslaufbrunnen,7,2254552,
TRINKBRUNNENOGD.2254553,POINT (16.326523815386846 48.19103147464736),Auslaufbrunnen,7,2254553,
TRINKBRUNNENOGD.2254554,POINT (16.36918034655498 48.23125318949217),Auslaufbrunnen,7,2254554,
TRINKBRUNNENOGD.2254555,POINT (16.366697325481372 48.22717944738046),Auslaufbrunnen,7,2254555,
TRINKBRUNNENOGD.2254556,POINT (16.335913721081308 48.21050258945424),Auslaufbrunnen,7,2254556,
TRINKBRUNNENOGD.2254557,POINT (16.34163274372016 48.24262740837943),Auslaufbrunnen,7,2254557,
TRINKBRUNNENOGD.2254558,POINT (16.34461905740062 48.22568094744223),Auslaufbrunnen,7,2254558,
TRINKBRUNNENOGD.2254559,POINT (16.336610303144127 48.275201116021826),Auslaufbrunnen,7,2254559,
TRINKBRUNNENOGD.2254560,POINT (16.33426217339548 48.2213246105191),Auslaufbrunnen,7,2254560,
TRINKBRUNNENOGD.2254561,POINT (16.36340805759317 48.21287269116008),Auslaufbrunnen,7,2254561,
TRINKBRUNNENOGD.2254562,POINT (16.334915091674244 48.21916091715183),Auslaufbrunnen,7,2254562,
TRINKBRUNNENOGD.2254563,POINT (16.37437944147451 48.184405527813176),Auslaufbrunnen,7,2254563,
TRINKBRUNNENOGD.2254564,POINT (16.33575744230417 48.209743405957454),Auslaufbrunnen,7,2254564,
TRINKBRUNNENOGD.2254565,POINT (16.319416788320435 48.245538176938304),Auslaufbrunnen,7,2254565,
TRINKBRUNNENOGD.2254566,POINT (16.32380856511314 48.25076958785935),Auslaufbrunnen,7,2254566,
TRINKBRUNNENOGD.2254567,POINT (16.336255589882395 48.21182202648283),Auslaufbrunnen,7,2254567,
TRINKBRUNNENOGD.2254568,POINT (16.335074287881238 48.21385013234943),Auslaufbrunnen,7,2254568,
TRINKBRUNNENOGD.2254569,POINT (16.468449276698767 48.19416359089141),Auslaufbrunnen,7,2254569,
TRINKBRUNNENOGD.2254571,POINT (16.376373259463183 48.22566324113479),Auslaufbrunnen,7,2254571,
TRINKBRUNNENOGD.2254572,POINT (16.31026192646526 48.12272650587013),Auslaufbrunnen,7,2254572,
TRINKBRUNNENOGD.2254573,POINT (16.332472620202747 48.19024087080643),Auslaufbrunnen,7,2254573,
TRINKBRUNNENOGD.2254574,POINT (16.347968987268683 48.15837132149252),Auslaufbrunnen,7,2254574,
TRINKBRUNNENOGD.2254575,POINT (16.336618903784828 48.21391646470283),Auslaufbrunnen,7,2254575,
TRINKBRUNNENOGD.2254576,POINT (16.336384897126614 48.21284333156759),Auslaufbrunnen,7,2254576,
TRINKBRUNNENOGD.2254577,POINT (16.336611534270084 48.213516815416035),Auslaufbrunnen,7,2254577,
TRINKBRUNNENOGD.2254578,POINT (16.368534737554146 48.23213568096109),Auslaufbrunnen,7,2254578,
TRINKBRUNNENOGD.2254579,POINT (16.36866941701664 48.23169357493258),Auslaufbrunnen,7,2254579,
TRINKBRUNNENOGD.2254580,POINT (16.400896733947437 48.261887196667686),Auslaufbrunnen,7,2254580,
TRINKBRUNNENOGD.2254581,POINT (16.37620700320308 48.17656072441532),Auslaufbrunnen,7,2254581,
TRINKBRUNNENOGD.2254582,POINT (16.37639459536571 48.17695333648769),Auslaufbrunnen,7,2254582,
TRINKBRUNNENOGD.2254583,POINT (16.329871867195923 48.18150272668957),Auslaufbrunnen,7,2254583,
TRINKBRUNNENOGD.2254584,POINT (16.37861030411568 48.2072155815522),Auslaufbrunnen,7,2254584,
TRINKBRUNNENOGD.2254585,POINT (16.404903292141395 48.21948668717607),Auslaufbrunnen,7,2254585,
TRINKBRUNNENOGD.2254586,POINT (16.391378037843353 48.209270089105566),Auslaufbrunnen,7,2254586,
TRINKBRUNNENOGD.2254587,POINT (16.36349494711685 48.19112112524923),Auslaufbrunnen,7,2254587,
TRINKBRUNNENOGD.2254588,POINT (16.35833479476037 48.20066076763072),Auslaufbrunnen,7,2254588,
TRINKBRUNNENOGD.2254589,POINT (16.34913526719077 48.19802777654476),Auslaufbrunnen,7,2254589,
TRINKBRUNNENOGD.2254590,POINT (16.255435099777262 48.17852785930787),Auslaufbrunnen,7,2254590,
TRINKBRUNNENOGD.2254591,POINT (16.267731394042904 48.1508335509859),Auslaufbrunnen,7,2254591,
TRINKBRUNNENOGD.2254592,POINT (16.377389825541815 48.2174122699309),Auslaufbrunnen,7,2254592,
TRINKBRUNNENOGD.2254593,POINT (16.40211167803484 48.22168975347416),Auslaufbrunnen,7,2254593,
TRINKBRUNNENOGD.2254594,POINT (16.390222638954466 48.20304947007623),Auslaufbrunnen,7,2254594,
TRINKBRUNNENOGD.2254595,POINT (16.391027249007017 48.20249779747898),Auslaufbrunnen,7,2254595,
TRINKBRUNNENOGD.2254596,POINT (16.360429781090197 48.197249188511584),Auslaufbrunnen,7,2254596,
TRINKBRUNNENOGD.2254597,POINT (16.363524418611743 48.198583087251194),Auslaufbrunnen,7,2254597,
TRINKBRUNNENOGD.2254598,POINT (16.36230361513622 48.197895761442425),Auslaufbrunnen,7,2254598,
TRINKBRUNNENOGD.2254599,POINT (16.364831033455186 48.199268116826886),Auslaufbrunnen,7,2254599,
TRINKBRUNNENOGD.2254600,POINT (16.33280740398476 48.18028575125024),Auslaufbrunnen,7,2254600,
TRINKBRUNNENOGD.2254601,POINT (16.33311385942733 48.18096004131523),Auslaufbrunnen,7,2254601,
TRINKBRUNNENOGD.2254602,POINT (16.326523815386846 48.19103147464736),Auslaufbrunnen,7,2254602,
TRINKBRUNNENOGD.2254603,POINT (16.366697325481372 48.22717944738046),Auslaufbrunnen,7,2254603,
TRINKBRUNNENOGD.2254604,POINT (16.335913721081308 48.21050258945424),Auslaufbrunnen,7,2254604,
TRINKBRUNNENOGD.2254605,POINT (16.34163274372016 48.24262740837943),Auslaufbrunnen,7,2254605,
TRINKBRUNNENOGD.2254606,POINT (16.34461905740062 48.22568094744223),Auslaufbrunnen,7,2254606,
TRINKBRUNNENOGD.2254607,POINT (16.336610303144127 48.275201116021826),Auslaufbrunnen,7,2254607,
TRINKBRUNNENOGD.2254608,POINT (16.33426217339548 48.2213246105191),Auslaufbrunnen,7,2254608,
TRINKBRUNNENOGD.2254609,POINT (16.36340805759317 48.21287269116008),Auslaufbrunnen,7,2254609,
TRINKBRUNNENOGD.2254570,POINT (16.361289504562343 48.21684201612749),Auslaufbrunnen,7,2254570,
TRINKBRUNNENOGD.2254610,POINT (16.334915091674244 48.21916091715183),Auslaufbrunnen,7,2254610,
TRINKBRUNNENOGD.2254611,POINT (16.37437944147451 48.184405527813176),Auslaufbrunnen,7,2254611,
TRINKBRUNNENOGD.2254612,POINT (16.33575744230417 48.209743405957454),Auslaufbrunnen,7,2254612,
TRINKBRUNNENOGD.2254613,POINT (16.319416788320435 48.245538176938304),Auslaufbrunnen,7,2254613,
TRINKBRUNNENOGD.2254614,POINT (16.32380856511314 48.25076958785935),Auslaufbrunnen,7,2254614,
TRINKBRUNNENOGD.2254615,POINT (16.336255589882395 48.21182202648283),Auslaufbrunnen,7,2254615,
TRINKBRUNNENOGD.2254616,POINT (16.335074287881238 48.21385013234943),Auslaufbrunnen,7,2254616,
TRINKBRUNNENOGD.2254617,POINT (16.468449276698767 48.19416359089141),Auslaufbrunnen,7,2254617,
TRINKBRUNNENOGD.2254618,POINT (16.361289504562343 48.21684201612749),Auslaufbrunnen,7,2254618,
TRINKBRUNNENOGD.2254619,POINT (16.31026192646526 48.12272650587013),Auslaufbrunnen,7,2254619,
TRINKBRUNNENOGD.2254620,POINT (16.332472620202747 48.19024087080643),Auslaufbrunnen,7,2254620,
TRINKBRUNNENOGD.2254621,POINT (16.347968987268683 48.15837132149252),Auslaufbrunnen,7,2254621,
TRINKBRUNNENOGD.2254622,POINT (16.336618903784828 48.21391646470283),Auslaufbrunnen,7,2254622,
TRINKBRUNNENOGD.2254623,POINT (16.336384897126614 48.21284333156759),Auslaufbrunnen,7,2254623,
TRINKBRUNNENOGD.2254624,POINT (16.336611534270084 48.213516815416035),Auslaufbrunnen,7,2254624,
TRINKBRUNNENOGD.2254625,POINT (16.368534737554146 48.23213568096109),Auslaufbrunnen,7,2254625,
TRINKBRUNNENOGD.2254626,POINT (16.36866941701664 48.23169357493258),Auslaufbrunnen,7,2254626,
TRINKBRUNNENOGD.2254627,POINT (16.400896733947437 48.261887196667686),Auslaufbrunnen,7,2254627,
TRINKBRUNNENOGD.2254628,POINT (16.37620700320308 48.17656072441532),Auslaufbrunnen,7,2254628,
TRINKBRUNNENOGD.2254629,POINT (16.37639459536571 48.17695333648769),Auslaufbrunnen,7,2254629,
TRINKBRUNNENOGD.2254630,POINT (16.329871867195923 48.18150272668957),Auslaufbrunnen,7,2254630,
TRINKBRUNNENOGD.2254631,POINT (16.35358927482249 48.226891753460386),Auslaufbrunnen,7,2254631,
TRINKBRUNNENOGD.2254632,POINT (16.371026469509754 48.226677283472476),Auslaufbrunnen,7,2254632,
TRINKBRUNNENOGD.2254633,POINT (16.370997819612366 48.22644077393336),Auslaufbrunnen,7,2254633,
TRINKBRUNNENOGD.2254634,POINT (16.38188599293458 48.2135490187252),Auslaufbrunnen,7,2254634,
TRINKBRUNNENOGD.2254635,POINT (16.290220778506622 48.191020587807756),Trinkhydrant,10,2254635,
TRINKBRUNNENOGD.2254636,POINT (16.311728310383227 48.203070126816456),Trinkhydrant,10,2254636,
TRINKBRUNNENOGD.2254637,POINT (16.319775504458114 48.1490814059892),Trinkhydrant,10,2254637,
TRINKBRUNNENOGD.2254638,POINT (16.34298156417138 48.193613516757),Trinkhydrant,10,2254638,
TRINKBRUNNENOGD.2254639,POINT (16.400960656716357 48.190707262119645),Trinkhydrant,10,2254639,
TRINKBRUNNENOGD.2254640,POINT (16.50325625891801 48.22579084338139),Auslaufbrunnen,7,2254640,
TRINKBRUNNENOGD.2254641,POINT (16.33174290573515 48.21730212618716),Auslaufbrunnen,7,2254641,
TRINKBRUNNENOGD.2254642,POINT (16.35072590830635 48.182244218955084),Trinkhydrant,10,2254642,
TRINKBRUNNENOGD.2254643,POINT (16.229706318602705 48.148997214633106),Auslaufbrunnen,7,2254643,
TRINKBRUNNENOGD.2254644,POINT (16.321726068458783 48.21869958717282),Auslaufbrunnen,7,2254644,
TRINKBRUNNENOGD.2254645,POINT (16.341502705458176 48.18388325891621),Trinkhydrant,10,2254645,
TRINKBRUNNENOGD.2254646,POINT (16.49403994440986 48.225675369388554),Trinkhydrant,10,2254646,
TRINKBRUNNENOGD.2254647,POINT (16.35510736955684 48.240307427450965),Trinkhydrant,10,2254647,
TRINKBRUNNENOGD.2254648,POINT (16.54514249978599 48.23316682054946),Trinkhydrant,10,2254648,
TRINKBRUNNENOGD.2254649,POINT (16.34766500565915 48.19107912291063),Auslaufbrunnen,7,2254649,
TRINKBRUNNENOGD.2254650,POINT (16.341327456234396 48.195998997632465),Auslaufbrunnen,7,2254650,
TRINKBRUNNENOGD.2254651,POINT (16.340993193136548 48.19587337939818),Auslaufbrunnen,7,2254651,
TRINKBRUNNENOGD.2254652,POINT (16.412492814198465 48.24847070979488),Auslaufbrunnen,7,2254652,
TRINKBRUNNENOGD.2254653,POINT (16.347093487052774 48.20025844902891),Auslaufbrunnen,7,2254653,
TRINKBRUNNENOGD.2254654,POINT (16.335206363137278 48.21115689994906),Auslaufbrunnen,7,2254654,
TRINKBRUNNENOGD.2254655,POINT (16.345109007670896 48.2012130161372),Trinkhydrant,10,2254655,
TRINKBRUNNENOGD.2254656,POINT (16.295775865441264 48.202573258214514),Trinkhydrant,10,2254656,
TRINKBRUNNENOGD.2254657,POINT (16.35016685859488 48.21084335284707),Trinkhydrant,10,2254657,
TRINKBRUNNENOGD.2254658,POINT (16.352465943093964 48.20815719228046),Auslaufbrunnen,7,2254658,
TRINKBRUNNENOGD.2254659,POINT (16.31969295736808 48.26018877745198),Trinkhydrant,10,2254659,
TRINKBRUNNENOGD.2254660,POINT (16.362560540138112 48.22577632889322),Auslaufbrunnen,7,2254660,
TRINKBRUNNENOGD.2254661,POINT (16.4233675381151 48.2263195528572),Auslaufbrunnen,7,2254661,
TRINKBRUNNENOGD.2254662,POINT (16.3937106829596 48.20550571478186),Trinkhydrant,10,2254662,
TRINKBRUNNENOGD.2254663,POINT (16.422343797540556 48.229357577101645),Auslaufbrunnen,7,2254663,
TRINKBRUNNENOGD.2254664,POINT (16.273830323048955 48.24251439102401),Auslaufbrunnen,7,2254664,
TRINKBRUNNENOGD.2254665,POINT (16.308224412394843 48.23558056692822),Auslaufbrunnen,7,2254665,
TRINKBRUNNENOGD.2254666,POINT (16.402768889487476 48.247142717497276),Auslaufbrunnen,7,2254666,
TRINKBRUNNENOGD.2254667,POINT (16.418566078301655 48.24584007021086),Auslaufbrunnen,7,2254667,
TRINKBRUNNENOGD.2254668,POINT (16.41795653315602 48.25325761081453),Auslaufbrunnen,7,2254668,
TRINKBRUNNENOGD.2254669,POINT (16.47096582305239 48.25763211983203),Auslaufbrunnen,7,2254669,
TRINKBRUNNENOGD.2254670,POINT (16.49850828907327 48.255422971902995),Auslaufbrunnen,7,2254670,
TRINKBRUNNENOGD.2254671,POINT (16.49146445045924 48.25919660420028),Auslaufbrunnen,7,2254671,
TRINKBRUNNENOGD.2254672,POINT (16.462093068094827 48.257457282449245),Auslaufbrunnen,7,2254672,
TRINKBRUNNENOGD.2254673,POINT (16.50095935351319 48.2562508112874),Auslaufbrunnen,7,2254673,
TRINKBRUNNENOGD.2254674,POINT (16.445044424986435 48.2617467056086),Auslaufbrunnen,7,2254674,
TRINKBRUNNENOGD.2254675,POINT (16.339664354734154 48.27187089332473),Auslaufbrunnen,7,2254675,
TRINKBRUNNENOGD.2254676,POINT (16.3286277289965 48.20734407380589),Auslaufbrunnen,7,2254676,
TRINKBRUNNENOGD.2254677,POINT (16.392540717161943 48.2950985245267),Auslaufbrunnen,7,2254677,
TRINKBRUNNENOGD.2254678,POINT (16.452033709868985 48.28638452455224),Auslaufbrunnen,7,2254678,
TRINKBRUNNENOGD.2254679,POINT (16.320795413457084 48.197926528181625),Auslaufbrunnen,7,2254679,
TRINKBRUNNENOGD.2254680,POINT (16.368836758361972 48.20458123834668),Trinkhydrant,10,2254680,
TRINKBRUNNENOGD.2254681,POINT (16.350280893107623 48.28186767463339),Auslaufbrunnen,7,2254681,
TRINKBRUNNENOGD.2254682,POINT (16.372436194765985 48.246652678714035),Auslaufbrunnen,7,2254682,
TRINKBRUNNENOGD.2254683,POINT (16.399169328672123 48.256408682963624),Auslaufbrunnen,7,2254683,
TRINKBRUNNENOGD.2254684,POINT (16.43647588693341 48.188638643959884),Auslaufbrunnen,7,2254684,
TRINKBRUNNENOGD.2254685,POINT (16.35433644540406 48.27720854821738),Auslaufbrunnen,7,2254685,
TRINKBRUNNENOGD.2254686,POINT (16.352811976632267 48.27953661896492),Auslaufbrunnen,7,2254686,
TRINKBRUNNENOGD.2254687,POINT (16.27024473770881 48.24441500270482),Auslaufbrunnen,7,2254687,
TRINKBRUNNENOGD.2254688,POINT (16.252980600565024 48.19831031565308),Auslaufbrunnen,7,2254688,
TRINKBRUNNENOGD.2254689,POINT (16.470810887546925 48.20841782541726),Auslaufbrunnen,7,2254689,
TRINKBRUNNENOGD.2254690,POINT (16.327906775252686 48.21567362729822),Auslaufbrunnen,7,2254690,
TRINKBRUNNENOGD.2254691,POINT (16.383841797535393 48.30273416804075),Auslaufbrunnen,7,2254691,
TRINKBRUNNENOGD.2254692,POINT (16.285683104364175 48.217336995774914),Auslaufbrunnen,7,2254692,
TRINKBRUNNENOGD.2254693,POINT (16.422109062677674 48.24436062017764),Auslaufbrunnen,7,2254693,
TRINKBRUNNENOGD.2254694,POINT (16.364765947743585 48.214135215645726),Auslaufbrunnen,7,2254694,
TRINKBRUNNENOGD.2254695,POINT (16.398006759080847 48.21696391433988),Auslaufbrunnen,7,2254695,
TRINKBRUNNENOGD.2254696,POINT (16.49713368840875 48.21181542949965),Trinkhydrant,10,2254696,
TRINKBRUNNENOGD.2254697,POINT (16.40279783706037 48.2547039641694),Trinkhydrant,10,2254697,
